GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000184601	14	105046021	105056852	25	4	91261	1.3535	0.087952	C14orf180
ENSG00000203485	14	105155943	105185942	122	18	91261	-1.0273	0.84786	INF2
ENSG00000185100	14	105190523	105213662	73	12	91261	-1.2313	0.8909	ADSSL1
ENSG00000184990	14	105219437	105234831	41	8	91261	-0.26836	0.60579	SIVA1
ENSG00000142208	14	105235686	105262088	77	20	91261	-0.42916	0.6661	AKT1
ENSG00000179627	14	105266933	105271049	8	3	91261	-0.85615	0.80404	ZBTB42
ENSG00000099814	14	105331617	105363107	120	12	91261	-0.74963	0.77326	CEP170B
ENSG00000166428	14	105391153	105399574	32	5	91261	-0.52314	0.69956	PLD4
ENSG00000185567	14	105403581	105444694	120	13	91261	0.23002	0.40904	AHNAK2
ENSG00000140104	14	105452112	105476819	83	10	91261	-0.4153	0.66104	C14orf79
ENSG00000170779	14	105475910	105487485	59	5	91261	-0.53095	0.70227	CDCA4
ENSG00000183484	14	105515728	105531782	23	3	91261	-0.13164	0.55237	GPR132
ENSG00000184916	14	105607318	105635161	58	9	91261	0.70439	0.24059	JAG2
ENSG00000183828	14	105639275	105647660	18	2	91261	0.47762	0.31646	NUDT14
ENSG00000185024	14	105675623	105781926	252	14	91261	-0.62235	0.73314	BRF1
ENSG00000184887	14	105714827	105717430	6	2	91261	0.99324	0.1603	BTBD6
ENSG00000179364	14	105766900	105864484	70	32	91261	-0.43479	0.66814	PACS2
ENSG00000226174	14	105864916	105916443	49	21	91261	0.31139	0.37775	TEX22
ENSG00000182979	14	105886159	105937066	57	23	91261	0.52738	0.29896	MTA1
ENSG00000182809	14	105939299	105946499	4	2	91261	0.40803	0.34162	CRIP2
ENSG00000213145	14	105952654	105955284	7	4	91261	2.4929	0.0063347	CRIP1
ENSG00000257341	14	105953536	105958604	8	4	91261	2.3979	0.0082444	CRIP1
ENSG00000185347	14	105956192	105965912	19	9	91261	1.7259	0.042184	C14orf80
ENSG00000184986	14	105992940	105996539	2	1	91261	0.70588	0.24013	TMEM121
ENSG00000226777	14	106383838	106391825	32	6	91261	-1.0624	0.85597	KIAA0125
ENSG00000068793	15	22892005	23006016	1	1	91261	-1.6314	0.9486	CYFIP1
ENSG00000170113	15	23043277	23100005	1	1	91261	-0.25905	0.6022	NIPA1
ENSG00000261739	15	23599895	23612378	7	3	91261	0.25526	0.39926	GOLGA8S
ENSG00000174450	15	23684645	23692381	26	2	91261	1.2888	0.098741	GOLGA6L2
ENSG00000179455	15	23810454	23873064	154	16	91261	-0.052674	0.521	MKRN3
ENSG00000254585	15	23888691	23891175	3	1	91261	-0.68837	0.75439	MAGEL2
ENSG00000182636	15	23930565	23932450	2	1	91261	-0.93873	0.82607	NDN
ENSG00000185823	15	24920541	24928593	24	7	91261	-0.073435	0.52927	NPAP1
ENSG00000128739	15	25068794	25223870	599	91	91261	-0.91543	0.82002	SNRPN
ENSG00000273173	15	25200133	25223729	38	8	91261	-0.6106	0.72927	SNURF
ENSG00000214265	15	25200181	25245423	107	13	91261	-0.32295	0.62663	SNURF
ENSG00000114062	15	25582381	25684128	193	17	91261	-0.40876	0.65864	UBE3A
ENSG00000206190	15	25922420	26110317	812	77	91261	0.04747	0.48107	ATP10A
ENSG00000166206	15	26788693	27184686	1290	110	91261	1.4054	0.079952	GABRB3
ENSG00000186297	15	27111510	27194354	245	41	91261	-0.82516	0.79536	GABRA5
ENSG00000182256	15	27216429	27778373	1705	159	91261	-1.3942	0.91837	GABRG3
ENSG00000104044	15	28000021	28344504	980	51	91261	-0.55059	0.70904	OCA2
ENSG00000128731	15	28356186	28567298	179	12	91261	-0.17396	0.56905	HERC2
ENSG00000188626	15	28947100	28983530	56	5	91261	-0.33781	0.63225	GOLGA8M
ENSG00000034053	15	29129629	29410518	612	30	91261	1.1455	0.126	APBA2
ENSG00000104059	15	29412457	29862927	1454	101	91261	-1.537	0.93786	FAM189A1
ENSG00000185115	15	29560353	29562033	2	1	91261	0.68452	0.24682	NDNL2
ENSG00000104067	15	29991571	30261068	641	50	91261	-0.025212	0.51006	TJP1
ENSG00000261794	15	30896329	30906764	1	1	91261	0.72835	0.2332	GOLGA8H
ENSG00000187951	15	30916697	31065196	251	16	91261	-0.037238	0.51485	ARHGAP11B
ENSG00000198690	15	31196055	31235311	97	15	91261	-0.19135	0.57587	FAN1
ENSG00000166912	15	31231144	31283810	142	15	91261	-0.36628	0.64292	MTMR10
ENSG00000134160	15	31293264	31453476	559	61	91261	-0.65244	0.74294	TRPM1
ENSG00000169926	15	31619058	31727868	283	32	91261	0.19281	0.42355	KLF13
ENSG00000169918	15	31775329	32162992	982	38	91261	-0.53005	0.70196	OTUD7A
ENSG00000175344	15	32322691	32464722	286	36	91261	0.87389	0.19109	CHRNA7
ENSG00000198826	15	32907345	32932150	38	9	91261	0.16386	0.43492	ARHGAP11A
ENSG00000166922	15	32933877	32989299	172	43	91261	1.0864	0.13865	SCG5
ENSG00000166923	15	33010175	33026870	54	9	91261	2.2913	0.010974	GREM1
ENSG00000248905	15	33057747	33486897	1888	120	91261	0.60799	0.2716	FMN1
ENSG00000198838	15	33603163	34158303	2255	190	91261	-1.5071	0.93411	RYR3
ENSG00000169857	15	34158428	34331377	657	41	91261	-1.5001	0.9332	AVEN
ENSG00000184984	15	34260921	34357291	283	17	91261	-0.23828	0.59417	CHRM5
ENSG00000134153	15	34376218	34394149	42	8	91261	0.37639	0.35331	EMC7
ENSG00000134152	15	34432875	34502297	250	16	91261	-0.97236	0.83456	KATNBL1
ENSG00000128463	15	34517200	34522357	21	6	91261	0.87948	0.18957	EMC4
ENSG00000140199	15	34525460	34630261	436	19	91261	0.71904	0.23606	SLC12A6
ENSG00000182117	15	34633917	34635378	14	4	91261	0.83049	0.20313	NOP10
ENSG00000184507	15	34635516	34649938	45	12	91261	0.43228	0.33277	NUTM1
ENSG00000176454	15	34651106	34659479	20	7	91261	0.94982	0.1711	LPCAT4
ENSG00000175265	15	34671269	34880704	105	17	91261	0.78061	0.21752	GOLGA8A
ENSG00000215252	15	34817408	34880704	75	9	91261	0.98395	0.16257	GOLGA8B
ENSG00000159248	15	35043233	35047166	8	3	91261	-0.86965	0.80776	GJD2
ENSG00000159251	15	35080297	35088340	26	13	91261	-0.099461	0.53961	ACTC1
ENSG00000021776	15	35147732	35262040	258	16	91261	0.48416	0.31414	AQR
ENSG00000198146	15	35270542	35280488	16	5	91261	-1.8087	0.96475	ZNF770
ENSG00000212768	15	35270552	35272268	4	2	91261	-1.2054	0.88598	AC114546.1
ENSG00000134146	15	35509546	35838394	675	36	91261	-1.2341	0.89141	DPH6
ENSG00000186073	15	36871812	37102449	594	40	91261	0.2367	0.40644	C15orf41
ENSG00000134138	15	37181406	37393504	426	65	91261	-1.1061	0.86567	MEIS2
ENSG00000166069	15	38214140	38259925	92	12	91261	-0.82283	0.7947	TMCO5A
ENSG00000166068	15	38544527	38649450	339	9	91261	0.11556	0.454	SPRED1
ENSG00000171262	15	38746328	38779911	124	15	91261	-0.35458	0.63855	FAM98B
ENSG00000172575	15	38780304	38857776	181	24	91261	0.031926	0.48727	RASGRP1
ENSG00000175779	15	38988799	38992239	21	4	91261	0.67953	0.2484	C15orf53
ENSG00000175746	15	39542885	39547046	16	5	91261	-0.10581	0.54213	C15orf54
ENSG00000137801	15	39873280	39891667	31	6	91261	1.4267	0.076833	THBS1
ENSG00000150667	15	39892232	40075031	615	23	91261	2.0779	0.018858	FSIP1
ENSG00000166073	15	40091233	40213093	262	31	91261	1.7021	0.044367	GPR176
ENSG00000128829	15	40226347	40327797	313	26	91261	-0.12739	0.55068	EIF2AK4
ENSG00000140319	15	40327940	40331389	12	4	91261	-2.0045	0.97749	SRP14
ENSG00000104081	15	40380091	40401093	39	11	91261	0.38753	0.34918	BMF
ENSG00000156970	15	40453224	40513337	87	9	91261	0.39727	0.34558	BUB1B
ENSG00000259288	15	40509629	40568597	154	36	91261	0.084947	0.46615	RP11-133K1.2
ENSG00000137843	15	40509629	40569688	158	38	91261	0.1244	0.4505	PAK6
ENSG00000176753	15	40542865	40545170	9	2	91261	0.0035105	0.4986	C15orf56
ENSG00000137841	15	40570377	40600136	54	10	91261	0.8451	0.19903	PLCB2
ENSG00000230778	15	40573645	40574787	1	1	91261	-0.14134	0.5562	ANKRD63
ENSG00000188549	15	40623653	40633168	25	8	91261	-0.53755	0.70456	C15orf52
ENSG00000233041	15	40643234	40648635	16	6	91261	0.63063	0.26414	PHGR1
ENSG00000140323	15	40650436	40663257	31	8	91261	0.92616	0.17718	DISP2
ENSG00000128944	15	40674922	40686447	33	5	91261	-0.29156	0.61469	KNSTRN
ENSG00000128928	15	40697686	40728146	85	9	91261	-0.045423	0.51811	IVD
ENSG00000140320	15	40731920	40760441	26	8	91261	0.75655	0.22466	BAHD1
ENSG00000169105	15	40763160	40765353	1	1	91261	0.72248	0.235	CHST14
ENSG00000128891	15	40820882	40857256	95	9	91261	0.57953	0.28112	C15orf57
ENSG00000166133	15	40861499	40866659	12	4	91261	0.83663	0.2014	RPUSD2
ENSG00000137812	15	40886218	40956540	135	12	91261	1.2741	0.10132	CASC5
ENSG00000051180	15	40986972	41024354	82	9	91261	1.7012	0.044456	RAD51
ENSG00000137824	15	41028082	41048049	32	5	91261	1.8261	0.033916	RMDN3
ENSG00000137880	15	41056218	41059906	4	2	91261	1.6244	0.052149	GCHFR
ENSG00000104129	15	41060067	41099675	61	9	91261	-0.39402	0.65322	DNAJC17
ENSG00000188277	15	41062159	41064643	4	2	91261	0.33153	0.37012	C15orf62
ENSG00000166140	15	41099284	41106767	22	4	91261	-0.57725	0.71812	ZFYVE19
ENSG00000166143	15	41107650	41120907	22	6	91261	-0.43295	0.66747	PPP1R14D
ENSG00000166145	15	41136216	41150405	39	6	91261	1.2636	0.10318	SPINT1
ENSG00000104140	15	41164412	41166487	1	1	91261	0.68428	0.2469	RHOV
ENSG00000104142	15	41186628	41196173	22	3	91261	1.5783	0.057251	VPS18
ENSG00000128917	15	41221538	41231237	8	3	91261	-0.0035057	0.5014	DLL4
ENSG00000128965	15	41245160	41248710	6	3	91261	1.0636	0.14376	CHAC1
ENSG00000128908	15	41271078	41408552	132	15	91261	0.41101	0.34053	INO80
ENSG00000178997	15	41474923	41522941	194	11	91261	0.34154	0.36635	EXD1
ENSG00000187446	15	41523037	41574043	113	12	91261	0.23154	0.40845	CHP1
ENSG00000104147	15	41601466	41624819	55	8	91261	0.97551	0.16465	OIP5
ENSG00000137804	15	41624892	41673248	88	12	91261	1.3086	0.095334	NUSAP1
ENSG00000137806	15	41679551	41694717	26	6	91261	0.97651	0.16441	NDUFAF1
ENSG00000137815	15	41700606	41775761	147	16	91261	1.5991	0.0549	RTF1
ENSG00000137825	15	41785591	41795747	23	6	91261	-0.05355	0.52135	ITPKA
ENSG00000062524	15	41795836	41806085	27	7	91261	-0.93745	0.82574	LTK
ENSG00000103932	15	41809374	41836467	69	8	91261	0.54634	0.29242	RPAP1
ENSG00000092445	15	41849873	41871536	36	7	91261	0.55274	0.29022	TYRO3
ENSG00000174197	15	41913422	42062141	276	19	91261	1.1513	0.12479	MGA
ENSG00000137802	15	42066632	42120053	90	14	91261	0.66764	0.25218	MAPKBP1
ENSG00000268632	15	42073346	42076229	7	3	91261	-0.15269	0.56068	AC073657.1
ENSG00000243789	15	42120283	42129779	37	6	91261	0.55993	0.28776	JMJD7
ENSG00000243708	15	42120283	42140345	70	10	91261	0.83541	0.20174	PLA2G4B
ENSG00000168970	15	42120293	42140353	70	10	91261	0.83541	0.20174	JMJD7-PLA2G4B
ENSG00000137877	15	42140345	42186275	139	24	91261	1.2142	0.11234	SPTBN5
ENSG00000103966	15	42190950	42264776	205	27	91261	0.31731	0.3755	EHD4
ENSG00000188089	15	42273780	42343388	327	33	91261	0.26447	0.39571	PLA2G4E
ENSG00000159337	15	42359207	42386752	121	8	91261	0.087574	0.46511	PLA2G4D
ENSG00000168907	15	42433332	42448839	53	11	91261	-0.43432	0.66797	PLA2G4F
ENSG00000166887	15	42450899	42500514	85	9	91261	0.64939	0.25804	VPS39
ENSG00000103978	15	42502730	42565861	83	12	91261	2.009	0.02227	TMEM87A
ENSG00000214013	15	42565431	42645864	218	10	91261	1.3813	0.083591	GANC
ENSG00000092529	15	42640301	42704516	141	11	91261	0.60517	0.27253	CAPN3
ENSG00000103994	15	42705021	42783321	126	13	91261	1.1152	0.13239	ZNF106
ENSG00000092531	15	42783431	42837547	77	9	91261	1.7197	0.042741	SNAP23
ENSG00000180979	15	42834720	42841000	9	4	91261	0.57903	0.28128	LRRC57
ENSG00000137814	15	42841008	42862192	38	7	91261	0.61397	0.26962	HAUS2
ENSG00000159433	15	42867857	43013179	160	14	91261	2.2146	0.013393	STARD9
ENSG00000140326	15	43015757	43029324	28	4	91261	0.4404	0.32982	CDAN1
ENSG00000128881	15	43030932	43213007	194	24	91261	0.49977	0.30862	TTBK2
ENSG00000159459	15	43235095	43398311	171	17	91261	0.32275	0.37344	UBR1
ENSG00000166947	15	43398423	43513481	105	20	91261	0.64511	0.25943	EPB42
ENSG00000137842	15	43415477	43477344	59	13	91261	0.42172	0.33661	TMEM62
ENSG00000166946	15	43477316	43487396	10	4	91261	0.00022765	0.49991	CCNDBP1
ENSG00000104055	15	43524793	43559055	53	7	91261	0.74429	0.22835	TGM5
ENSG00000159495	15	43568478	43594453	40	6	91261	1.5203	0.064214	TGM7
ENSG00000168806	15	43619974	43622803	4	2	91261	0.67151	0.25095	LCMT2
ENSG00000168803	15	43622872	43646096	60	8	91261	1.2607	0.10371	ADAL
ENSG00000140265	15	43650370	43663223	26	5	91261	1.0141	0.15527	ZSCAN29
ENSG00000137822	15	43661419	43699293	55	6	91261	0.98035	0.16346	TUBGCP4
ENSG00000067369	15	43699407	43802926	200	12	91261	1.1172	0.13195	TP53BP1
ENSG00000166963	15	43803156	43823818	23	6	91261	0.96491	0.1673	MAP1A
ENSG00000168781	15	43825660	43882430	32	6	91261	0.88846	0.18715	PPIP5K1
ENSG00000237289	15	43885252	43897099	17	2	91261	0.59903	0.27458	CKMT1B
ENSG00000242866	15	43891596	44010458	115	12	91261	0.24923	0.40159	STRC
ENSG00000166762	15	43920701	43960316	58	8	91261	0.18805	0.42542	CATSPER2
ENSG00000223572	15	43985084	43991420	7	3	91261	0.8398	0.20051	CKMT1A
ENSG00000167004	15	44038590	44065477	37	6	91261	-0.78183	0.78284	PDIA3
ENSG00000128886	15	44064798	44069741	5	2	91261	0.22276	0.41186	ELL3
ENSG00000262560	15	44064815	44091331	36	6	91261	-0.91106	0.81887	RP11-296A16.1
ENSG00000140264	15	44069285	44094787	35	6	91261	-1.1166	0.86791	SERF2
ENSG00000268488	15	44075041	44075231	1	1	91261	-1.8184	0.9655	AC018512.1
ENSG00000184716	15	44086360	44092419	7	3	91261	-0.54608	0.7075	SERINC4
ENSG00000242028	15	44088340	44095241	9	4	91261	-0.39689	0.65428	HYPK
ENSG00000140259	15	44096690	44117000	28	4	91261	-0.48679	0.6868	MFAP1
ENSG00000092470	15	44119161	44160617	55	5	91261	-1.4197	0.92216	WDR76
ENSG00000171877	15	44162962	44487450	469	22	91261	-0.23445	0.59268	FRMD5
ENSG00000166734	15	44580927	44707956	181	8	91261	1.1091	0.1337	CASC4
ENSG00000137770	15	44719432	44821236	165	11	91261	1.2087	0.11339	CTDSPL2
ENSG00000104131	15	44829255	44855227	35	4	91261	0.93168	0.17575	EIF3J
ENSG00000104133	15	44854894	44955876	60	28	91261	0.3955	0.34624	SPG11
ENSG00000229474	15	44957930	45003514	31	13	91261	-0.33222	0.63014	PATL2
ENSG00000166710	15	45003675	45011075	16	5	91261	2.5182	0.0058971	B2M
ENSG00000185880	15	45021186	45060027	126	11	91261	1.9526	0.025436	TRIM69
ENSG00000167014	15	45248900	45271427	66	6	91261	0.91471	0.18017	C15orf43
ENSG00000140263	15	45315302	45369383	101	15	91261	1.8721	0.030596	SORD
ENSG00000140279	15	45384848	45406542	42	5	91261	-0.82655	0.79575	DUOX2
ENSG00000140274	15	45406519	45410619	7	1	91261	0.31806	0.37522	DUOXA2
ENSG00000140254	15	45409569	45422136	25	8	91261	-0.62333	0.73346	DUOXA1
ENSG00000137857	15	45422131	45457774	84	13	91261	0.79043	0.21464	DUOX1
ENSG00000138606	15	45459412	45493373	59	10	91261	1.3927	0.081853	SHF
ENSG00000137860	15	45544428	45568149	61	2	91261	0.10441	0.45842	SLC28A2
ENSG00000171766	15	45653322	45694525	77	5	91261	0.27634	0.39114	GATM
ENSG00000171763	15	45694529	45713617	25	4	91261	0.24884	0.40174	SPATA5L1
ENSG00000166920	15	45722727	45740959	21	6	91261	0.22042	0.41277	C15orf48
ENSG00000104154	15	45771809	45815005	35	6	91261	-0.49337	0.68913	SLC30A4
ENSG00000104164	15	45879321	45908197	29	8	91261	0.87955	0.18955	BLOC1S6
ENSG00000260170	15	45879549	45968512	240	28	91261	0.69182	0.24452	RP11-96O20.4
ENSG00000137767	15	45923346	45983492	248	35	91261	0.17784	0.42943	SQRDL
ENSG00000137872	15	47476298	48066420	1713	63	91261	-1.7166	0.95697	SEMA6D
ENSG00000188467	15	48413169	48434869	4	2	91261	1.2631	0.10328	SLC24A5
ENSG00000104177	15	48431625	48470714	5	3	91261	0.34587	0.36472	MYEF2
ENSG00000074803	15	48483861	48596275	141	10	91261	-0.48847	0.68739	SLC12A1
ENSG00000128951	15	48623208	48635570	9	3	91261	-0.038958	0.51554	DUT
ENSG00000166147	15	48700503	48938046	368	14	91261	-0.15285	0.56074	FBN1
ENSG00000103995	15	49005125	49103343	155	19	91261	2.2439	0.012419	CEP152
ENSG00000185634	15	49115932	49255641	359	45	91261	-0.36552	0.64264	SHC4
ENSG00000255302	15	49170083	49172380	1	1	91261	0.46156	0.3222	EID1
ENSG00000138593	15	49280673	49338760	112	14	91261	1.1605	0.12293	SECISBP2L
ENSG00000166200	15	49398268	49447858	120	16	91261	1.0325	0.15092	COPS2
ENSG00000156958	15	49447853	49660066	587	19	91261	0.74977	0.2267	GALK2
ENSG00000166262	15	49619159	49913128	878	24	91261	1.2081	0.11351	FAM227B
ENSG00000140285	15	49715293	49780972	210	19	91261	1.3332	0.09124	FGF7
ENSG00000104047	15	49913177	49937333	77	7	91261	-0.072424	0.52887	DTWD1
ENSG00000104043	15	50150435	50475014	988	58	91261	-0.21621	0.58559	ATP8B4
ENSG00000140284	15	50474393	50528592	217	22	91261	0.80098	0.21157	SLC27A2
ENSG00000140287	15	50534144	50558223	55	13	91261	0.46245	0.32188	HDC
ENSG00000104064	15	50569389	50647605	184	12	91261	0.04958	0.48023	GABPB1
ENSG00000138592	15	50716577	50793280	248	20	91261	0.24043	0.405	USP8
ENSG00000170236	15	50792759	50838905	157	16	91261	-0.26609	0.60491	USP50
ENSG00000092439	15	50844670	50979012	417	18	91261	-0.50787	0.69423	TRPM7
ENSG00000138600	15	50999506	51058005	204	17	91261	1.0202	0.15383	SPPL2A
ENSG00000081014	15	51200869	51298097	234	17	91261	0.26602	0.39511	AP4E1
ENSG00000183578	15	51348795	51397473	105	13	91261	-0.38571	0.65015	TNFAIP8L3
ENSG00000137869	15	51500254	51630807	333	26	91261	0.20669	0.41813	CYP19A1
ENSG00000186417	15	51633826	51700210	288	26	91261	1.8797	0.030072	GLDN
ENSG00000104093	15	51739908	51915030	421	17	91261	0.95217	0.17051	DMXL2
ENSG00000104112	15	51973550	52013223	88	13	91261	0.49217	0.3113	SCG3
ENSG00000140280	15	52015208	52043782	78	7	91261	0.49207	0.31134	LYSMD2
ENSG00000128872	15	52043758	52108565	175	11	91261	-0.34247	0.634	TMOD2
ENSG00000138594	15	52121825	52239492	274	10	91261	-0.59862	0.72529	TMOD3
ENSG00000166477	15	52230222	52264003	73	6	91261	-0.86436	0.8063	LEO1
ENSG00000069956	15	52244303	52358462	237	23	91261	-1.5719	0.94201	MAPK6
ENSG00000137875	15	52401460	52404972	12	2	91261	0.36752	0.35662	BCL2L10
ENSG00000069966	15	52413117	52483566	203	20	91261	-0.34764	0.63595	GNB5
ENSG00000128833	15	52484519	52587995	275	29	91261	-0.1289	0.55128	MYO5C
ENSG00000197535	15	52599480	52821247	572	16	91261	-0.081861	0.53262	MYO5A
ENSG00000128989	15	52839242	52862080	66	7	91261	1.4121	0.078957	ARPP19
ENSG00000047346	15	52873514	53002014	247	25	91261	0.15594	0.43804	FAM214A
ENSG00000169856	15	53049637	53083273	78	18	91261	1.1269	0.12988	ONECUT1
ENSG00000166415	15	53805938	54055075	979	43	91261	0.68411	0.24695	WDR72
ENSG00000137766	15	54305101	54920806	2463	99	91261	-0.1841	0.57303	UNC13C
ENSG00000137876	15	55473004	55489265	60	9	91261	0.73857	0.23008	RSL24D1
ENSG00000069974	15	55495164	55611311	399	36	91261	0.5047	0.30688	RAB27A
ENSG00000069943	15	55611158	55647846	120	17	91261	0.30743	0.37926	PIGB
ENSG00000260916	15	55632230	55700708	240	20	91261	0.71541	0.23718	CCPG1
ENSG00000261652	15	55700746	55710962	41	8	91261	0.62778	0.26507	C15orf65
ENSG00000256061	15	55702723	55800432	298	21	91261	0.84736	0.1984	DYX1C1
ENSG00000171016	15	55831088	55881145	206	17	91261	0.35716	0.36049	PYGO1
ENSG00000166450	15	55903744	56035288	360	28	91261	0.087097	0.4653	PRTG
ENSG00000069869	15	56119120	56285944	648	24	91261	0.6093	0.27116	NEDD4
ENSG00000181827	15	56379478	56535483	420	18	91261	0.61345	0.26979	RFX7
ENSG00000151575	15	56536207	56738195	573	22	91261	0.54132	0.29414	TEX9
ENSG00000138587	15	56713742	56757335	94	14	91261	0.42388	0.33583	MNS1
ENSG00000137871	15	56922379	57210769	559	24	91261	1.4022	0.080434	ZNF280D
ENSG00000140262	15	57210821	57591479	944	22	91261	1.8333	0.033378	TCF12
ENSG00000128849	15	57668165	57842925	706	71	91261	-0.88477	0.81186	CGNL1
ENSG00000137878	15	57884106	58006943	361	39	91261	-0.79175	0.78575	GCOM1
ENSG00000263155	15	57884139	57977562	299	30	91261	-0.93729	0.8257	MYZAP
ENSG00000255529	15	57884231	58074960	563	61	91261	-0.30307	0.61908	POLR2M
ENSG00000128918	15	58245622	58790065	2016	131	91261	1.1153	0.13237	ALDH1A2
ENSG00000103569	15	58430368	58478110	182	24	91261	0.52233	0.30072	AQP9
ENSG00000166035	15	58702768	58861151	587	82	91261	1.494	0.067587	LIPC
ENSG00000137845	15	58887403	59042177	300	19	91261	1.695	0.045034	ADAM10
ENSG00000128923	15	59063391	59154099	193	19	91261	1.2697	0.10209	FAM63B
ENSG00000157450	15	59157374	59389618	475	33	91261	1.5566	0.059786	RNF111
ENSG00000137776	15	59171244	59225852	66	9	91261	1.0343	0.15049	SLTM
ENSG00000157456	15	59397277	59417244	30	8	91261	1.3188	0.093614	CCNB2
ENSG00000157483	15	59427113	59665099	714	61	91261	2.1262	0.016743	MYO1E
ENSG00000171989	15	59499042	59500705	13	3	91261	0.27899	0.39013	LDHAL6B
ENSG00000157470	15	59664892	59815748	473	43	91261	1.1716	0.12067	FAM81A
ENSG00000140297	15	59887074	59932438	187	26	91261	0.46651	0.32042	GCNT3
ENSG00000140307	15	59930261	59949740	63	6	91261	1.2961	0.097463	GTF2A2
ENSG00000140299	15	59951345	59981733	137	6	91261	1.7227	0.042467	BNIP2
ENSG00000171956	15	60296421	60353929	151	18	91261	-0.20181	0.57997	FOXB1
ENSG00000182718	15	60639333	60695082	142	24	91261	0.57439	0.28285	ANXA2
ENSG00000128915	15	60711808	60771359	109	11	91261	1.032	0.15104	NARG2
ENSG00000069667	15	60780483	61521518	2037	202	91261	0.27054	0.39337	RORA
ENSG00000129003	15	62144588	62352672	545	21	91261	1.0946	0.13684	VPS13C
ENSG00000198535	15	62359176	62363116	6	2	91261	1.7107	0.043565	C2CD4A
ENSG00000205502	15	62455734	62457482	6	3	91261	0.25279	0.40021	C2CD4B
ENSG00000171914	15	62682725	63136830	1235	119	91261	-0.15738	0.56253	TLN2
ENSG00000259458	15	62929371	62937490	21	9	91261	-0.052879	0.52109	RP11-625H11.1
ENSG00000140416	15	63334831	63364114	99	14	91261	1.3366	0.090673	TPM1
ENSG00000103642	15	63413999	63434260	49	6	91261	0.11947	0.45245	LACTB
ENSG00000185088	15	63418071	63450220	103	13	91261	0.96279	0.16783	RPS27L
ENSG00000166128	15	63481668	63559981	176	23	91261	0.25606	0.39895	RAB8B
ENSG00000138613	15	63568217	63601325	78	16	91261	-0.22969	0.59083	APH1B
ENSG00000074410	15	63613577	63674360	130	21	91261	-0.51603	0.69708	CA12
ENSG00000140455	15	63796793	63886839	215	20	91261	0.27601	0.39127	USP3
ENSG00000197361	15	63889552	63894627	10	4	91261	0.34985	0.36323	FBXL22
ENSG00000103657	15	63900817	64126141	543	19	91261	-0.1982	0.57856	HERC1
ENSG00000035664	15	64199235	64364232	525	30	91261	1.137	0.12777	DAPK2
ENSG00000166797	15	64364758	64386217	52	7	91261	-0.5494	0.70863	FAM96A
ENSG00000028528	15	64386322	64438289	87	11	91261	-1.3251	0.90742	SNX1
ENSG00000157734	15	64443914	64449680	10	4	91261	0.040305	0.48393	SNX22
ENSG00000166794	15	64448011	64455404	16	5	91261	-0.31093	0.62207	PPIB
ENSG00000169118	15	64457716	64648442	327	17	91261	0.43041	0.33345	CSNK1G1
ENSG00000259316	15	64472547	64665980	336	18	91261	0.46978	0.31926	CTD-2116N17.1
ENSG00000166803	15	64657193	64679886	38	7	91261	0.51433	0.30351	KIAA0101
ENSG00000103671	15	64679947	64747502	112	16	91261	1.0128	0.15559	TRIP4
ENSG00000180357	15	64752941	64978264	409	22	91261	0.89009	0.18671	ZNF609
ENSG00000180304	15	64979772	64995480	24	6	91261	-0.67963	0.75163	OAZ2
ENSG00000166831	15	65032091	65067786	90	12	91261	1.199	0.11526	RBPMS2
ENSG00000140451	15	65107831	65117867	40	7	91261	1.0299	0.15154	PIF1
ENSG00000249240	15	65134082	65223118	249	22	91261	1.2203	0.11118	AC069368.3
ENSG00000241839	15	65134088	65160206	77	9	91261	1.755	0.039627	PLEKHO2
ENSG00000166839	15	65204101	65251042	119	20	91261	1.04	0.14917	ANKDD1A
ENSG00000090487	15	65255362	65282648	82	10	91261	0.89214	0.18616	SPG21
ENSG00000103707	15	65294845	65321977	72	11	91261	0.30258	0.38111	MTFMT
ENSG00000186198	15	65337708	65345734	9	2	91261	0.10998	0.45621	SLC51B
ENSG00000103710	15	65345679	65369028	42	8	91261	0.023722	0.49054	RASL12
ENSG00000234438	15	65369154	65372276	10	3	91261	-0.57128	0.71609	KBTBD13
ENSG00000246922	15	65385338	65407535	16	6	91261	0.41362	0.33958	UBAP1L
ENSG00000090470	15	65409717	65426174	12	5	91261	0.81578	0.20731	PDCD7
ENSG00000166855	15	65440557	65477680	28	6	91261	0.31981	0.37456	CLPX
ENSG00000138615	15	65488337	65503826	26	4	91261	0.51304	0.30396	CILP
ENSG00000138617	15	65526798	65592956	172	17	91261	-1.8107	0.96491	PARP16
ENSG00000174498	15	65619465	65670378	117	23	91261	0.65675	0.25567	IGDCC3
ENSG00000103742	15	65673802	65715410	92	22	91261	0.38188	0.35127	IGDCC4
ENSG00000074603	15	65734801	65810042	167	15	91261	1.523	0.06388	DPP8
ENSG00000074696	15	65822756	65870687	96	8	91261	1.6137	0.053294	PTPLAD1
ENSG00000138614	15	65871091	65903627	62	7	91261	2.5428	0.0054977	VWA9
ENSG00000074621	15	65903704	65953333	90	8	91261	2.4989	0.0062281	SLC24A1
ENSG00000174485	15	65950384	66084631	264	14	91261	0.98995	0.1611	DENND4A
ENSG00000103769	15	66018392	66184329	334	24	91261	0.33748	0.36788	RAB11A
