# MEAN_SAMPLE_SIZE = 91261
# TOTAL_GENES = 18735
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_negative_regulation...165       SET       4      0.47612    0.0069564       0.4033       0.1189 GO_bp:go_negative_regulation_of_cyclic_nucleotide_phosphodiesterase_activity
GO_bp:go_kinetochore_assembly            SET      16      0.31051    0.0090707      0.20742     0.067203 GO_bp:go_kinetochore_assembly
GO_bp:go_regulation_of_neuro...19        SET      11     -0.14122   -0.0034211       0.2615      0.70542 GO_bp:go_regulation_of_neurotrophin_trk_receptor_signaling_pathway
GO_bp:go_positive_regulation...572       SET       7     -0.24782   -0.0047895      0.31592      0.78361 GO_bp:go_positive_regulation_of_neurotrophin_trk_receptor_signaling_pathway
GO_bp:go_response_to_nitrosa...          SET      10      0.10136    0.0023411      0.29155      0.36406 GO_bp:go_response_to_nitrosative_stress
GO_bp:go_detoxification_of_n...          SET       5      0.46443    0.0075864      0.50591      0.17931 GO_bp:go_detoxification_of_nitrogen_compound
GO_bp:go_response_to_cortisol            SET       5      0.48669    0.0079499      0.45911      0.14457 GO_bp:go_response_to_cortisol
GO_bp:go_microtubule_nucleat...2         SET       5     -0.16401    -0.002679      0.27258       0.7263 GO_bp:go_microtubule_nucleation_by_interphase_microtubule_organizing_center
GO_bp:go_microtubule_nucleat...3         SET       7    -0.092012   -0.0017783      0.25371      0.64157 GO_bp:go_microtubule_nucleation_by_microtubule_organizing_center
GO_bp:go_regulation_of_ubiqu...3         SET      48      0.12413    0.0062752       0.1138       0.1377 GO_bp:go_regulation_of_ubiquitin_protein_transferase_activity
GO_bp:go_positive_regulation...859       SET      30   -0.0087401  -0.00034947      0.13874      0.52512 GO_bp:go_positive_regulation_of_ubiquitin_protein_transferase_activity
GO_bp:go_negative_regulation...707       SET      16      0.42647     0.012458      0.20834     0.020338 GO_bp:go_negative_regulation_of_ubiquitin_protein_transferase_activity
GO_bp:go_myoblast_proliferat...          SET      17    -0.018885  -0.00056864      0.17748      0.54237 GO_bp:go_myoblast_proliferation
GO_bp:go_myoblast_migration              SET      13     -0.15629   -0.0041157      0.20334      0.77894 GO_bp:go_myoblast_migration
GO_bp:go_corticotropin_secre...          SET       5    -0.046983  -0.00076746      0.34932      0.55349 GO_bp:go_corticotropin_secretion
GO_bp:go_positive_regulation...184       SET       3    -0.035111  -0.00044428       0.3767      0.53713 GO_bp:go_positive_regulation_of_corticotropin_secretion
GO_bp:go_regulation_of_corti...          SET       5     -0.32142   -0.0052504      0.29626      0.86102 GO_bp:go_regulation_of_cortisol_secretion
GO_bp:go_positive_regulation...185       SET       4     -0.16235    -0.002372      0.37713      0.66658 GO_bp:go_positive_regulation_of_cortisol_secretion
GO_bp:go_positive_regulation...768       SET      52      0.30042     0.015806      0.11643    0.0049401 GO_bp:go_positive_regulation_of_stress_fiber_assembly
GO_bp:go_elastin_metabolic_p...          SET       5     -0.19324   -0.0031566      0.30345      0.73788 GO_bp:go_elastin_metabolic_process
GO_bp:go_keratinocyte_migrat...          SET      20     -0.12018   -0.0039248      0.20777      0.71851 GO_bp:go_keratinocyte_migration
GO_bp:go_regulation_of_kerat...2         SET      14     0.013475   0.00036823      0.24485      0.47806 GO_bp:go_regulation_of_keratinocyte_migration
GO_bp:go_flavone_metabolic_p...          SET       6     -0.13601   -0.0024336      0.33484      0.65769 GO_bp:go_flavone_metabolic_process
GO_bp:go_positive_regulation...506       SET       9      0.71977     0.015772      0.27824    0.0048469 GO_bp:go_positive_regulation_of_mitochondrial_calcium_ion_concentration
GO_bp:go_histone_h3_k9_methy...          SET      35       0.3129     0.013512      0.13745     0.011417 GO_bp:go_histone_h3_k9_methylation
GO_bp:go_negative_regulation...291       SET       4       1.3082     0.019114      0.57372     0.011303 GO_bp:go_negative_regulation_of_histone_h3_k4_methylation
GO_bp:go_negative_regulation...292       SET      12      0.22577    0.0057122      0.24463      0.17803 GO_bp:go_negative_regulation_of_histone_h3_k9_methylation
GO_bp:go_positive_regulation...354       SET      10      0.33134    0.0076531      0.22805     0.073136 GO_bp:go_positive_regulation_of_histone_h3_k9_methylation
GO_bp:go_negative_regulation...472       SET       5     -0.40511   -0.0066173      0.40377      0.84214 GO_bp:go_negative_regulation_of_neurotransmitter_uptake
GO_bp:go_positive_regulation...571       SET       6      0.45014    0.0080544      0.32158     0.080801 GO_bp:go_positive_regulation_of_neurotransmitter_uptake
GO_bp:go_regulation_of_dopam...2         SET       8      0.37166    0.0076786      0.27413     0.087597 GO_bp:go_regulation_of_dopamine_uptake_involved_in_synaptic_transmission
GO_bp:go_response_to_hydrost...          SET       5     -0.65831    -0.010753      0.39179      0.95354 GO_bp:go_response_to_hydrostatic_pressure
GO_bp:go_exocyst_localization            SET       9      -0.1943   -0.0042576       0.2714      0.76297 GO_bp:go_exocyst_localization
GO_bp:go_histamine_transport             SET      10      0.49597     0.011456      0.26365     0.029983 GO_bp:go_histamine_transport
GO_bp:go_serotonin_uptake                SET       5      0.20762    0.0033914      0.30528      0.24823 GO_bp:go_serotonin_uptake
GO_bp:go_actin_filament_netw...          SET       7      0.51019    0.0098601       0.3177     0.054159 GO_bp:go_actin_filament_network_formation
GO_bp:go_endoplasmic_reticul...2         SET       6     -0.17935   -0.0032091       0.2841      0.73607 GO_bp:go_endoplasmic_reticulum_localization
GO_bp:go_establishment_of_or...          SET     473     0.013112     0.002057     0.036149      0.35841 GO_bp:go_establishment_of_organelle_localization
GO_bp:go_maintenance_of_orga...          SET      11     0.050487     0.001223      0.21797      0.40841 GO_bp:go_maintenance_of_organelle_location
GO_bp:go_establishment_of_ce...2         SET       7    -0.093602    -0.001809      0.32855      0.61214 GO_bp:go_establishment_of_centrosome_localization
GO_bp:go_maintenance_of_cent...          SET       6    -0.090856   -0.0016257      0.28762      0.62396 GO_bp:go_maintenance_of_centrosome_location
GO_bp:go_membrane_raft_local...          SET       6     -0.21795   -0.0038999      0.33607      0.74167 GO_bp:go_membrane_raft_localization
GO_bp:go_actin_cortical_patc...          SET       6     -0.11629   -0.0020809      0.33669       0.6351 GO_bp:go_actin_cortical_patch_localization
GO_bp:go_membrane_disruption...          SET       7     -0.06754   -0.0013053      0.30571      0.58742 GO_bp:go_membrane_disruption_in_other_organism
GO_bp:go_establishment_of_go...          SET       7     -0.03387   -0.0006546       0.2897      0.54654 GO_bp:go_establishment_of_golgi_localization
GO_bp:go_pointed_end_actin_f...          SET       7     -0.30176   -0.0058319      0.31543      0.83062 GO_bp:go_pointed_end_actin_filament_capping
GO_bp:go_regulation_of_killi...          SET      15    -0.093984   -0.0026583      0.22027      0.66519 GO_bp:go_regulation_of_killing_of_cells_of_other_organism
GO_bp:go_positive_regulation...431       SET      12     -0.11205   -0.0028349      0.26596      0.66323 GO_bp:go_positive_regulation_of_killing_of_cells_of_other_organism
GO_bp:go_cytolysis_in_other_...          SET       8     -0.37492   -0.0077459      0.24907      0.93386 GO_bp:go_cytolysis_in_other_organism
GO_bp:go_protein_de_adp_ribo...          SET       5      0.48742    0.0079618       0.4364      0.13203 GO_bp:go_protein_de_adp_ribosylation
GO_bp:go_meiotic_sister_chro...          SET       4     0.031795   0.00046454      0.38845      0.46738 GO_bp:go_meiotic_sister_chromatid_cohesion_centromeric
GO_bp:go_actin_crosslink_for...          SET       9      0.43385     0.009507      0.27401     0.056683 GO_bp:go_actin_crosslink_formation
GO_bp:go_nitric_oxide_syntha...          SET      18     0.056156    0.0017398      0.19823      0.38848 GO_bp:go_nitric_oxide_synthase_biosynthetic_process
GO_bp:go_medium_chain_fatty_...1         SET       6     -0.11354   -0.0020316      0.29591       0.6494 GO_bp:go_medium_chain_fatty_acid_biosynthetic_process
GO_bp:go_medium_chain_fatty_...2         SET       5      -0.2501   -0.0040853      0.34614      0.76501 GO_bp:go_medium_chain_fatty_acid_catabolic_process
GO_bp:go_modification_of_mor...2         SET     104      0.17322      0.01287     0.076626     0.011899 GO_bp:go_modification_of_morphology_or_physiology_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_regulation_of_synap...3         SET       7      0.01504   0.00029067      0.27687      0.47834 GO_bp:go_regulation_of_synapse_structural_plasticity
GO_bp:go_entry_into_other_or...          SET     134    0.0015046   0.00012679     0.072613      0.49173 GO_bp:go_entry_into_other_organism_involved_in_symbiotic_interaction
GO_bp:go_disruption_by_host_...          SET      12      0.25857     0.006542      0.22807      0.12846 GO_bp:go_disruption_by_host_of_symbiont_cells
GO_bp:go_mitochondrial_depol...          SET      21     -0.31482    -0.010535      0.19204      0.94942 GO_bp:go_mitochondrial_depolarization
GO_bp:go_regulation_of_cardi...15        SET       8      0.38812    0.0080188      0.29725     0.095837 GO_bp:go_regulation_of_cardioblast_differentiation
GO_bp:go_positive_regulation...96        SET       6      0.39285    0.0070295       0.3742       0.1469 GO_bp:go_positive_regulation_of_cardioblast_differentiation
GO_bp:go_positive_regulation...299       SET      25      0.12747    0.0046533      0.17584      0.23427 GO_bp:go_positive_regulation_of_focal_adhesion_assembly
GO_bp:go_positive_regulation...507       SET      10     -0.10883   -0.0025137      0.27342      0.65469 GO_bp:go_positive_regulation_of_mitochondrial_depolarization
GO_bp:go_establishment_of_pi...          SET      22    -0.067659   -0.0023172      0.17299      0.65215 GO_bp:go_establishment_of_pigment_granule_localization
GO_bp:go_negative_regulation...252       SET      10     -0.36268   -0.0083771      0.21905       0.9511 GO_bp:go_negative_regulation_of_fibrinolysis
GO_bp:go_synaptic_transmissi...3         SET      43    -0.052559   -0.0025152      0.11973      0.66966 GO_bp:go_synaptic_transmission_gabaergic
GO_bp:go_catecholamine_uptak...          SET      11      0.24221    0.0058675      0.25203      0.16827 GO_bp:go_catecholamine_uptake_involved_in_synaptic_transmission
GO_bp:go_l_glutamate_import              SET      13     -0.11722   -0.0030867      0.24656      0.68275 GO_bp:go_l_glutamate_import
GO_bp:go_negative_regulation...23        SET      12     -0.31071   -0.0078612      0.26821      0.87665 GO_bp:go_negative_regulation_of_amino_acid_transport
GO_bp:go_negative_regulation...644       SET       7      0.15472    0.0029902      0.35798       0.3328 GO_bp:go_negative_regulation_of_synapse_assembly
GO_bp:go_negative_regulation...649       SET       9     0.014747   0.00032315      0.30572      0.48076 GO_bp:go_negative_regulation_of_synaptic_transmission_glutamatergic
GO_bp:go_negative_regulation...691       SET       5     -0.44675   -0.0072975       0.4422      0.84381 GO_bp:go_negative_regulation_of_transmission_of_nerve_impulse
GO_bp:go_positive_regulation...842       SET       6     -0.27264   -0.0048785      0.35331      0.77984 GO_bp:go_positive_regulation_of_transmission_of_nerve_impulse
GO_bp:go_positive_regulation...49        SET       5       0.1048    0.0017119      0.37376      0.38959 GO_bp:go_positive_regulation_of_attachment_of_spindle_microtubules_to_kinetochore
GO_bp:go_modulation_by_symbi...1         SET       5     -0.25632   -0.0041869      0.41137      0.73338 GO_bp:go_modulation_by_symbiont_of_host_apoptotic_process
GO_bp:go_response_to_defense...          SET       6      0.51723     0.009255      0.30279     0.043808 GO_bp:go_response_to_defenses_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_modulation_by_host_...1         SET       6     0.085948    0.0015379      0.35498      0.40435 GO_bp:go_modulation_by_host_of_symbiont_molecular_function
GO_bp:go_response_to_immune_...          SET       4      0.44731    0.0065354      0.35987      0.10695 GO_bp:go_response_to_immune_response_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_flavonoid_glucuroni...          SET       9     -0.78781    -0.017263      0.67055      0.87997 GO_bp:go_flavonoid_glucuronidation
GO_bp:go_xenobiotic_glucuron...          SET      10     -0.44682    -0.010321      0.54896      0.79216 GO_bp:go_xenobiotic_glucuronidation
GO_bp:go_negative_regulation...81        SET      20    -0.025464  -0.00083156      0.18585      0.55449 GO_bp:go_negative_regulation_of_cardiac_muscle_tissue_growth
GO_bp:go_neuroblast_division             SET      13     0.032145    0.0008465      0.19076      0.43309 GO_bp:go_neuroblast_division
GO_bp:go_asymmetric_neurobla...          SET       5      0.11165    0.0018238      0.32316      0.36486 GO_bp:go_asymmetric_neuroblast_division
GO_bp:go_chloride_ion_homeos...          SET      13     0.086697     0.002283      0.21076      0.34041 GO_bp:go_chloride_ion_homeostasis
GO_bp:go_metal_ion_homeostas...          SET     608     0.073837     0.013084     0.034306     0.015695 GO_bp:go_metal_ion_homeostasis
GO_bp:go_phospholipid_homeos...          SET      10     0.015966   0.00036879      0.24999      0.47454 GO_bp:go_phospholipid_homeostasis
GO_bp:go_response_to_hyperox...          SET      18      0.23224    0.0071954      0.18837      0.10881 GO_bp:go_response_to_hyperoxia
GO_bp:go_negative_regulation...79        SET       6      0.31399    0.0056184      0.38377      0.20663 GO_bp:go_negative_regulation_of_cardiac_muscle_contraction
GO_bp:go_synaptic_transmissi...5         SET       5    -0.096201   -0.0015714      0.43061      0.58839 GO_bp:go_synaptic_transmission_glycinergic
GO_bp:go_righting_reflex                 SET       8     -0.50626     -0.01046      0.26582      0.97157 GO_bp:go_righting_reflex
GO_bp:go_parathyroid_gland_d...          SET       7      0.60016     0.011599      0.36447     0.049822 GO_bp:go_parathyroid_gland_development
GO_bp:go_radial_glial_cell_d...          SET      12      0.31318    0.0079238      0.23759     0.093735 GO_bp:go_radial_glial_cell_differentiation
GO_bp:go_bergmann_glial_cell...          SET       8     0.097263    0.0020095      0.24321      0.34461 GO_bp:go_bergmann_glial_cell_differentiation
GO_bp:go_roof_of_mouth_devel...          SET      88      0.19077     0.013044     0.093792     0.020987 GO_bp:go_roof_of_mouth_development
GO_bp:go_hard_palate_develop...          SET       6      0.24731    0.0044252      0.38745      0.26164 GO_bp:go_hard_palate_development
GO_bp:go_soft_palate_develop...          SET       5      0.47252    0.0077184      0.40817      0.12351 GO_bp:go_soft_palate_development
GO_bp:go_convergent_extensio...2         SET       8    -0.014138  -0.00029211      0.28027      0.52012 GO_bp:go_convergent_extension_involved_in_gastrulation
GO_bp:go_convergent_extensio...1         SET       7      0.41006     0.007925      0.31829     0.098827 GO_bp:go_convergent_extension_involved_in_axis_elongation
GO_bp:go_convergent_extensio...3         SET       6     -0.19427   -0.0034762      0.29424      0.74545 GO_bp:go_convergent_extension_involved_in_organogenesis
GO_bp:go_cardiac_muscle_cell...9         SET      48     0.092922    0.0046975      0.12586      0.23017 GO_bp:go_cardiac_muscle_cell_proliferation
GO_bp:go_retinal_bipolar_neu...          SET       5      0.22017    0.0035964      0.32356      0.24811 GO_bp:go_retinal_bipolar_neuron_differentiation
GO_bp:go_negative_regulation...78        SET      12    -0.017397  -0.00044016      0.26381      0.52629 GO_bp:go_negative_regulation_of_cardiac_muscle_cell_proliferation
GO_bp:go_cardiac_muscle_cont...          SET     124     0.079718    0.0064641     0.077349      0.15136 GO_bp:go_cardiac_muscle_contraction
GO_bp:go_positive_regulation...659       SET       9      0.26852     0.005884      0.24262      0.13421 GO_bp:go_positive_regulation_of_protein_glycosylation
GO_bp:go_neurofilament_cytos...          SET       6     -0.49932   -0.0089344      0.30664      0.94827 GO_bp:go_neurofilament_cytoskeleton_organization
GO_bp:go_positive_regulation...261       SET       7     -0.20484   -0.0039589      0.30413       0.7497 GO_bp:go_positive_regulation_of_epithelial_cell_proliferation_involved_in_wound_healing
GO_bp:go_mammary_gland_invol...          SET       8      0.72222     0.014921      0.28544    0.0057036 GO_bp:go_mammary_gland_involution
GO_bp:go_embryonic_retina_mo...          SET       7     -0.31336   -0.0060561      0.36573      0.80422 GO_bp:go_embryonic_retina_morphogenesis_in_camera_type_eye
GO_bp:go_vagina_development              SET      10      0.29421    0.0067955       0.2902      0.15535 GO_bp:go_vagina_development
GO_bp:go_micturition                     SET       7      0.78196     0.015113      0.35253     0.013278 GO_bp:go_micturition
GO_bp:go_synapse_maturation              SET      24    -0.046328   -0.0016571      0.16794      0.60867 GO_bp:go_synapse_maturation
GO_bp:go_regulation_of_resti...          SET       8     -0.35567   -0.0073483      0.25777      0.91617 GO_bp:go_regulation_of_resting_membrane_potential
GO_bp:go_inhibitory_postsyna...          SET      16     0.017628   0.00051495      0.21845      0.46784 GO_bp:go_inhibitory_postsynaptic_potential
GO_bp:go_relaxation_of_vascu...          SET       7     -0.20461   -0.0039544      0.30893      0.74612 GO_bp:go_relaxation_of_vascular_smooth_muscle
GO_bp:go_auditory_receptor_c...4         SET      10      0.31915    0.0073717      0.25289      0.10348 GO_bp:go_auditory_receptor_cell_stereocilium_organization
GO_bp:go_positive_regulation...621       SET      12     0.047108    0.0011919       0.2807      0.43336 GO_bp:go_positive_regulation_of_phagocytosis_engulfment
GO_bp:go_inner_ear_receptor_...2         SET      27       0.1317    0.0049963      0.14637      0.18411 GO_bp:go_inner_ear_receptor_cell_stereocilium_organization
GO_bp:go_positive_regulation...332       SET       9      0.13318    0.0029184      0.24229      0.29128 GO_bp:go_positive_regulation_of_growth_hormone_secretion
GO_bp:go_somatotropin_secret...          SET       5     0.041726   0.00068159      0.31861       0.4479 GO_bp:go_somatotropin_secreting_cell_differentiation
GO_bp:go_embryonic_process_i...          SET       5      0.16752    0.0027364      0.36397      0.32267 GO_bp:go_embryonic_process_involved_in_female_pregnancy
GO_bp:go_maternal_process_in...2         SET       7        1.238     0.023927      0.32338   6.4737e-05 GO_bp:go_maternal_process_involved_in_parturition
GO_bp:go_positive_regulation...639       SET      23     -0.28084   -0.0098343       0.1726      0.94814 GO_bp:go_positive_regulation_of_posttranscriptional_gene_silencing
GO_bp:go_negative_regulation...527       SET      14      0.14783    0.0040396      0.20223       0.2324 GO_bp:go_negative_regulation_of_posttranscriptional_gene_silencing
GO_bp:go_platelet_dense_gran...          SET       8    -0.072864   -0.0015054      0.31179      0.59239 GO_bp:go_platelet_dense_granule_organization
GO_bp:go_phospholipase_c_act...1         SET       7      0.15788    0.0030512      0.33339      0.31791 GO_bp:go_phospholipase_c_activating_dopamine_receptor_signaling_pathway
GO_bp:go_regulation_of_dopam...1         SET      11      0.29538    0.0071554       0.2582      0.12632 GO_bp:go_regulation_of_dopamine_receptor_signaling_pathway
GO_bp:go_positive_regulation...234       SET       5      0.53719    0.0087748      0.34941     0.062105 GO_bp:go_positive_regulation_of_dopamine_receptor_signaling_pathway
GO_bp:go_limb_bud_formation              SET      11     0.071041    0.0017209       0.2416      0.38437 GO_bp:go_limb_bud_formation
GO_bp:go_male_mating_behavior            SET       8      0.50949     0.010526      0.33914     0.066517 GO_bp:go_male_mating_behavior
GO_bp:go_female_mating_behav...          SET       9     -0.29583   -0.0064824      0.25978      0.87259 GO_bp:go_female_mating_behavior
GO_bp:go_primitive_hemopoies...          SET       7      0.49318    0.0095315       0.3722     0.092583 GO_bp:go_primitive_hemopoiesis
GO_bp:go_contact_inhibition              SET       8     0.024671   0.00050971      0.32012      0.46928 GO_bp:go_contact_inhibition
GO_bp:go_positive_regulation...309       SET      16    -0.084821   -0.0024778      0.18125       0.6801 GO_bp:go_positive_regulation_of_glial_cell_proliferation
GO_bp:go_negative_regulation...583       SET       5      0.39931    0.0065226      0.34018      0.12024 GO_bp:go_negative_regulation_of_respiratory_burst_involved_in_inflammatory_response
GO_bp:go_positive_regulation...706       SET       6      0.13694    0.0024504      0.32479      0.33665 GO_bp:go_positive_regulation_of_respiratory_burst
GO_bp:go_negative_regulation...582       SET       6      0.32839     0.005876      0.32156      0.15358 GO_bp:go_negative_regulation_of_respiratory_burst
GO_bp:go_embryonic_skeletal_...2         SET      10     0.028084   0.00064868       0.2753      0.45937 GO_bp:go_embryonic_skeletal_joint_morphogenesis
GO_bp:go_epithelial_cilium_m...2         SET       9     -0.13828   -0.0030301      0.25432      0.70668 GO_bp:go_epithelial_cilium_movement_involved_in_determination_of_left_right_asymmetry
GO_bp:go_transdifferentiation            SET       7    -0.072868   -0.0014083       0.3605      0.58009 GO_bp:go_transdifferentiation
GO_bp:go_cilium_movement_inv...          SET      21    -0.045697   -0.0015291      0.16647      0.60815 GO_bp:go_cilium_movement_involved_in_cell_motility
GO_bp:go_regulation_of_ciliu...3         SET       6     -0.34317   -0.0061404      0.27115      0.89717 GO_bp:go_regulation_of_cilium_beat_frequency_involved_in_ciliary_motility
GO_bp:go_regulation_of_sarco...          SET       7      0.50473    0.0097547        0.371     0.086853 GO_bp:go_regulation_of_sarcomere_organization
GO_bp:go_positive_regulation...729       SET       4      0.73811     0.010784      0.52149     0.078488 GO_bp:go_positive_regulation_of_sarcomere_organization
GO_bp:go_regulation_of_phosp...6         SET       5    -0.013182  -0.00021533      0.31059      0.51693 GO_bp:go_regulation_of_phosphatidylinositol_dephosphorylation
GO_bp:go_elastin_catabolic_p...          SET       2       -0.185   -0.0019114      0.38246      0.68571 GO_bp:go_elastin_catabolic_process
GO_bp:go_regulation_of_blood...3         SET       8     -0.12888   -0.0026627      0.24773      0.69855 GO_bp:go_regulation_of_blood_vessel_remodeling
GO_bp:go_positive_regulation...728       SET       8     -0.13499    -0.002789      0.28227      0.68376 GO_bp:go_positive_regulation_of_ryanodine_sensitive_calcium_release_channel_activity
GO_bp:go_definitive_erythroc...          SET       4     -0.45048   -0.0065819      0.38108      0.88142 GO_bp:go_definitive_erythrocyte_differentiation
GO_bp:go_face_morphogenesis              SET      30      0.16978    0.0067886      0.14184      0.11567 GO_bp:go_face_morphogenesis
GO_bp:go_negative_regulation...591       SET       7     0.041755   0.00080697      0.27142      0.43887 GO_bp:go_negative_regulation_of_response_to_interferon_gamma
GO_bp:go_positive_regulation...714       SET       6     -0.19226   -0.0034402      0.29551      0.74235 GO_bp:go_positive_regulation_of_response_to_interferon_gamma
GO_bp:go_negative_regulation...702       SET       9     0.096357    0.0021115      0.22644      0.33523 GO_bp:go_negative_regulation_of_type_i_interferon_mediated_signaling_pathway
GO_bp:go_positive_regulation...854       SET      12      -0.8647    -0.021878      0.20421      0.99999 GO_bp:go_positive_regulation_of_type_i_interferon_mediated_signaling_pathway
GO_bp:go_bone_trabecula_form...          SET      10     -0.02322  -0.00053632      0.22796      0.54056 GO_bp:go_bone_trabecula_formation
GO_bp:go_cell_adhesion_molec...          SET       7      0.15941    0.0030809      0.30846      0.30265 GO_bp:go_cell_adhesion_molecule_production
GO_bp:go_regulation_of_cell_...4         SET       5       0.2899    0.0047354      0.34454      0.20007 GO_bp:go_regulation_of_cell_adhesion_molecule_production
GO_bp:go_cranial_suture_morp...          SET       9      0.33373    0.0073131      0.30749      0.13889 GO_bp:go_cranial_suture_morphogenesis
GO_bp:go_regulation_of_fc_re...          SET      11      0.27492    0.0066598      0.27573      0.15937 GO_bp:go_regulation_of_fc_receptor_mediated_stimulatory_signaling_pathway
GO_bp:go_positive_regulation...288       SET       7    0.0076277   0.00014742      0.38002      0.49199 GO_bp:go_positive_regulation_of_fc_receptor_mediated_stimulatory_signaling_pathway
GO_bp:go_regulation_of_atria...2         SET       7     -0.57053    -0.011026      0.35059      0.94816 GO_bp:go_regulation_of_atrial_cardiac_muscle_cell_membrane_depolarization
GO_bp:go_regulation_of_atria...3         SET       5      0.28646    0.0046793      0.41543      0.24524 GO_bp:go_regulation_of_atrial_cardiac_muscle_cell_membrane_repolarization
GO_bp:go_regulation_of_ventr...2         SET       6      0.12081    0.0021616      0.38605      0.37717 GO_bp:go_regulation_of_ventricular_cardiac_muscle_cell_membrane_depolarization
GO_bp:go_mast_cell_different...          SET       5      0.84867     0.013863      0.42135     0.022004 GO_bp:go_mast_cell_differentiation
GO_bp:go_cardiac_muscle_cell...8         SET      11      0.28131    0.0068146      0.26406      0.14337 GO_bp:go_cardiac_muscle_cell_myoblast_differentiation
GO_bp:go_axonogenesis_involv...          SET       6       0.2835    0.0050728      0.37261      0.22338 GO_bp:go_axonogenesis_involved_in_innervation
GO_bp:go_regulation_of_smad_...2         SET      22      0.16023    0.0054875        0.173      0.17719 GO_bp:go_regulation_of_smad_protein_signal_transduction
GO_bp:go_positive_regulation...743       SET      12      0.27234    0.0068903      0.25513      0.14289 GO_bp:go_positive_regulation_of_smad_protein_signal_transduction
GO_bp:go_negative_regulation...618       SET       5    -0.040424  -0.00066031      0.34547      0.54657 GO_bp:go_negative_regulation_of_smad_protein_signal_transduction
GO_bp:go_growth_hormone_rece...          SET      12    -0.093061   -0.0023545      0.27279       0.6335 GO_bp:go_growth_hormone_receptor_signaling_pathway_via_jak_stat
GO_bp:go_regulation_of_growt...1         SET       5     -0.23655   -0.0038639      0.30965      0.77754 GO_bp:go_regulation_of_growth_hormone_receptor_signaling_pathway
GO_bp:go_regulation_of_penil...          SET       7      0.27746    0.0053624      0.36356      0.22269 GO_bp:go_regulation_of_penile_erection
GO_bp:go_positive_regulation...611       SET       5      0.50752    0.0082903      0.43467      0.12149 GO_bp:go_positive_regulation_of_penile_erection
GO_bp:go_aorta_smooth_muscle...          SET       3      0.37822    0.0047859      0.55342      0.24717 GO_bp:go_aorta_smooth_muscle_tissue_morphogenesis
GO_bp:go_lung_vasculature_de...          SET       6    -0.054461  -0.00097449      0.31955      0.56766 GO_bp:go_lung_vasculature_development
GO_bp:go_lung_saccule_develo...          SET       7     -0.55196    -0.010667      0.35055      0.94231 GO_bp:go_lung_saccule_development
GO_bp:go_bronchus_development            SET      11       0.3387    0.0082047      0.27137      0.10601 GO_bp:go_bronchus_development
GO_bp:go_lung_growth                     SET       6     -0.26561   -0.0047527      0.38918      0.75253 GO_bp:go_lung_growth
GO_bp:go_trachea_formation               SET       6      0.73057     0.013072      0.36523     0.022743 GO_bp:go_trachea_formation
GO_bp:go_branching_involved_...4         SET      12      0.40677     0.010292      0.27884      0.07232 GO_bp:go_branching_involved_in_prostate_gland_morphogenesis
GO_bp:go_bud_elongation_invo...          SET       7     -0.16848   -0.0032562      0.32528      0.69775 GO_bp:go_bud_elongation_involved_in_lung_branching
GO_bp:go_regulation_of_gastr...1         SET      10      0.28613     0.006609      0.24917      0.12542 GO_bp:go_regulation_of_gastric_acid_secretion
GO_bp:go_negative_regulation...258       SET       5    -0.059798  -0.00097679      0.40125      0.55923 GO_bp:go_negative_regulation_of_gastric_acid_secretion
GO_bp:go_lung_lobe_developme...          SET       7      0.11779    0.0022764      0.36811      0.37449 GO_bp:go_lung_lobe_development
GO_bp:go_negative_regulation...251       SET       6     0.016203   0.00028992      0.26977      0.47605 GO_bp:go_negative_regulation_of_fertilization
GO_bp:go_acrosomal_vesicle_e...          SET       5      0.46915    0.0076635      0.31431     0.067777 GO_bp:go_acrosomal_vesicle_exocytosis
GO_bp:go_lobar_bronchus_epit...          SET       5      0.57018    0.0093137      0.40563     0.079919 GO_bp:go_lobar_bronchus_epithelium_development
GO_bp:go_lobar_bronchus_deve...          SET       6      0.51949    0.0092954      0.37483     0.082891 GO_bp:go_lobar_bronchus_development
GO_bp:go_lung_associated_mes...          SET       8      0.24434    0.0050482      0.27873      0.19035 GO_bp:go_lung_associated_mesenchyme_development
GO_bp:go_positive_regulation...260       SET       5        0.353    0.0057662      0.42257      0.20176 GO_bp:go_positive_regulation_of_epithelial_cell_proliferation_involved_in_lung_morphogenesis
GO_bp:go_epithelial_cell_pro...2         SET       9      0.46648     0.010222      0.31878     0.071698 GO_bp:go_epithelial_cell_proliferation_involved_in_lung_morphogenesis
GO_bp:go_type_i_pneumocyte_d...          SET       5      0.67124     0.010965      0.44407     0.065331 GO_bp:go_type_i_pneumocyte_differentiation
GO_bp:go_type_ii_pneumocyte_...          SET       5     -0.15464    -0.002526      0.45819      0.63213 GO_bp:go_type_ii_pneumocyte_differentiation
GO_bp:go_prostatic_bud_forma...          SET       8     0.058713     0.001213      0.34765      0.43294 GO_bp:go_prostatic_bud_formation
